From	To
Q9NR48	3OPE
Q9NR48	4YNM
Q9NR48	4YNP
Q9NR48	4YPA
Q9NR48	4YPE
Q9NR48	4YPU
Q9NR48	6AGO
Q9NR48	6INE
Q9NR48	6WZW
Q9NR48	6X0P
Q9NR48	7Y0I
P42262	2WJW
P42262	2WJX
P42262	2XHD
P42262	3R7X
P42262	3RN8
P42262	3RNN
P42262	3UA8
P42262	5H8S
P42262	5YBF
P42262	5YBG
P42262	5ZG0
P42262	5ZG1
P42262	5ZG2
P42262	5ZG3
P42262	7F3O
P42262	8I0B
P28908	1D01
Q16181	2QAG
Q16181	3T5D
Q16181	3TW4
Q16181	6N0B
Q16181	6N12
Q16181	6UQQ
Q16181	7M6J
Q16181	8SJJ
P15153	1DS6
P15153	2W2T
P15153	2W2V
P15153	2W2X
P50897	3GRO
Q8WXD0	2M96
O95461	7UI6
O95461	7UI7
O95461	7ZVJ
Q13241	1B6E
Q13241	3BDW
Q13241	3CDG
Q13241	3CII
P48200	6VCD
O43674	5XTC
O43674	5XTD
O43674	5XTH
O43674	5XTI
O75815	3T6A
Q16548	2VM6
Q16548	3I1H
Q16548	3MQP
Q16548	4ZEQ
Q16548	5UUK
Q16548	5UUL
Q16548	5UUP
Q16548	5WHH
Q16548	5WHI
Q16548	6E3I
Q16548	6E3J
Q16548	6MBB
Q16548	6MBC
Q16548	6RJP
Q16548	6VO4
Q16548	8RPO
Q16548	9FKY
Q16548	9FKZ
Q16548	9FL0
Q96Q77	6WU5
Q96Q77	6WU7
Q96Q77	6WUD
Q9BZ11	1R54
Q9BZ11	1R55
Q13405	3J7Y
Q13405	3J9M
Q13405	5OOL
Q13405	5OOM
Q13405	6I9R
Q13405	6NU2
Q13405	6NU3
Q13405	6VLZ
Q13405	6VMI
Q13405	6ZM5
Q13405	6ZM6
Q13405	6ZS9
Q13405	6ZSA
Q13405	6ZSB
Q13405	6ZSC
Q13405	6ZSD
Q13405	6ZSE
Q13405	6ZSG
Q13405	7A5F
Q13405	7A5G
Q13405	7A5H
Q13405	7A5I
Q13405	7A5J
Q13405	7A5K
Q13405	7L08
Q13405	7L20
Q13405	7O9K
Q13405	7O9M
Q13405	7ODR
Q13405	7ODS
Q13405	7ODT
Q13405	7OF0
Q13405	7OF2
Q13405	7OF3
Q13405	7OF4
Q13405	7OF5
Q13405	7OF6
Q13405	7OF7
Q13405	7OG4
Q13405	7OI6
Q13405	7OI7
Q13405	7OI8
Q13405	7OI9
Q13405	7OIA
Q13405	7OIB
Q13405	7OIC
Q13405	7OID
Q13405	7OIE
Q13405	7PD3
Q13405	7PO4
Q13405	7QH6
Q13405	7QH7
Q13405	7QI4
Q13405	7QI5
Q13405	7QI6
Q13405	8ANY
Q13405	8K2A
Q13405	8K2B
Q13405	8OIR
Q13405	8OIT
Q13405	8PK0
Q13405	8QSJ
Q13405	8QU5
Q13405	8XT0
Q13405	8XT1
Q13405	8XT2
Q13405	8XT3
P10515	1FYC
P10515	1Y8N
P10515	1Y8O
P10515	1Y8P
P10515	2DNE
P10515	2PNR
P10515	2Q8I
P10515	3B8K
P10515	3CRK
P10515	3CRL
P10515	6CT0
P10515	6H55
P10515	8PIU
P35462	3PBL
P35462	7CMU
P35462	7CMV
P35462	8IRT
P35462	9F33
P35462	9F34
P51157	2HXS
P51157	3E5H
P12273	3ES6
P63267	6JAT
P63267	8V2O
P63267	8V2Z
P63267	8V30
Q14CZ8	7UQC
Q9H5X1	2M5H
Q9H5X1	3UX2
Q9H5X1	3UX3
P35222	1G3J
P35222	1JDH
P35222	1JPW
P35222	1LUJ
P35222	1P22
P35222	1QZ7
P35222	1T08
P35222	1TH1
P35222	2G57
P35222	2GL7
P35222	2Z6H
P35222	3DIW
P35222	3FQN
P35222	3FQR
P35222	3SL9
P35222	3SLA
P35222	3TX7
P35222	4DJS
P35222	6M90
P35222	6M91
P35222	6M92
P35222	6M93
P35222	6M94
P35222	6O9B
P35222	6O9C
P35222	6WLX
P35222	6WNX
P35222	7AFW
P35222	7AR4
P35222	7UWI
P35222	7UWO
P35222	7ZRB
P35222	8EI9
P35222	8EIA
P35222	8EIB
P35222	8EIC
P35222	8RU3
P35222	8RU4
P35222	8VME
P35222	8VMF
P35222	8Y0G
P35222	8Y0P
P35222	8Y14
P35222	8Z0U
P35222	8Z10
P35222	8Z5J
P35222	8Z61
P11686	2YAD
P11686	8OVI
P11686	8OX2
P40763	5AX3
P40763	5U5S
P40763	6NJS
P40763	6NUQ
P40763	6QHD
P40763	6TLC
O15062	9B9R
Q05397	1K04
Q05397	1K05
Q05397	1MP8
Q05397	1OW6
Q05397	1OW7
Q05397	1OW8
Q05397	2ETM
Q05397	2IJM
Q05397	3B71
Q05397	3BZ3
Q05397	3PXK
Q05397	3S9O
Q05397	4EBV
Q05397	4EBW
Q05397	4GU6
Q05397	4GU9
Q05397	4I4E
Q05397	4I4F
Q05397	4K8A
Q05397	4K9Y
Q05397	4KAB
Q05397	4KAO
Q05397	4NY0
Q05397	4Q9S
Q05397	6I8Z
Q05397	6LES
Q05397	6PW8
Q05397	6YOJ
Q05397	6YQ1
Q05397	6YR9
Q05397	6YT6
Q05397	6YVS
Q05397	6YVY
Q05397	6YXV
Q05397	7PI4
Q05397	7W7Z
Q05397	7W8B
Q05397	7W8I
Q05397	7W9U
Q9P0J6	3J7Y
Q9P0J6	3J9M
Q9P0J6	5OOL
Q9P0J6	6I9R
Q9P0J6	6NU2
Q9P0J6	6NU3
Q9P0J6	6VLZ
Q9P0J6	6VMI
Q9P0J6	6ZM5
Q9P0J6	6ZM6
Q9P0J6	6ZS9
Q9P0J6	6ZSA
Q9P0J6	6ZSB
Q9P0J6	6ZSC
Q9P0J6	6ZSD
Q9P0J6	6ZSE
Q9P0J6	6ZSG
Q9P0J6	7A5F
Q9P0J6	7A5G
Q9P0J6	7A5I
Q9P0J6	7A5J
Q9P0J6	7A5K
Q9P0J6	7L08
Q9P0J6	7L20
Q9P0J6	7O9K
Q9P0J6	7O9M
Q9P0J6	7ODR
Q9P0J6	7ODS
Q9P0J6	7ODT
Q9P0J6	7OF0
Q9P0J6	7OF2
Q9P0J6	7OF3
Q9P0J6	7OF4
Q9P0J6	7OF5
Q9P0J6	7OF6
Q9P0J6	7OF7
Q9P0J6	7OG4
Q9P0J6	7OIC
Q9P0J6	7OID
Q9P0J6	7OIE
Q9P0J6	7PD3
Q9P0J6	7QH7
Q9P0J6	7QI4
Q9P0J6	7QI5
Q9P0J6	7QI6
Q9P0J6	8ANY
Q9P0J6	8K2A
Q9P0J6	8K2B
Q9P0J6	8OIR
Q9P0J6	8OIT
Q9P0J6	8QSJ
Q9P0J6	8XT0
Q9P0J6	8XT1
Q9P0J6	8XT2
Q9P0J6	8XT3
Q86YS6	2HUP
Q04206	1NFI
Q04206	2LSP
Q04206	2O61
Q04206	3GUT
Q04206	3QXY
Q04206	3RC0
Q04206	4KV1
Q04206	4KV4
Q04206	5U4K
Q04206	5URN
Q04206	6NV2
Q04206	6QHL
Q04206	6QHM
Q04206	6YOW
Q04206	6YOX
Q04206	6YOY
Q04206	6YP2
Q04206	6YP3
Q04206	6YP8
Q04206	6YPL
Q04206	6YPY
Q04206	6YQ2
Q04206	7BI3
Q04206	7BIQ
Q04206	7BIW
Q04206	7BIY
Q04206	7BJB
Q04206	7BJF
Q04206	7BJL
Q04206	7BJW
Q04206	7BKH
Q04206	7LET
Q04206	7LEU
Q04206	7LF4
Q04206	7NJ9
Q04206	7NJB
Q04206	7NK3
Q04206	7NK5
Q04206	7NLA
Q04206	7NLE
Q04206	7NM1
Q04206	7NM3
Q04206	7NM9
Q04206	7NMH
Q04206	7NQP
Q04206	7NR7
Q04206	7NSV
Q04206	7NV4
Q04206	7NVI
Q04206	7NWS
Q04206	7NXS
Q04206	7NXT
Q04206	7NXW
Q04206	7NXY
Q04206	7NY4
Q04206	7NYE
Q04206	7NYF
Q04206	7NYG
Q04206	7NZ6
Q04206	7NZG
Q04206	7NZK
Q04206	7NZV
Q04206	7O34
Q04206	7O3A
Q04206	7O3F
Q04206	7O3P
Q04206	7O3Q
Q04206	7O3R
Q04206	7O3S
Q04206	7O57
Q04206	7O59
Q04206	7O5A
Q04206	7O5C
Q04206	7O5D
Q04206	7O5F
Q04206	7O5G
Q04206	7O5O
Q04206	7O5P
Q04206	7O5S
Q04206	7O5U
Q04206	7O5X
Q04206	7O6F
Q04206	7O6G
Q04206	7O6I
Q04206	7O6J
Q04206	7O6K
Q04206	7O6M
Q04206	7O6O
P14672	7WSM
P14672	7WSN
Q7Z6G8	2EAM
Q7Z6G8	2KE7
Q7Z6G8	2KIV
Q7Z6G8	2M38
Q92854	1OLZ
Q92854	3OL2
Q96JZ2	2CS0
P08133	1M9I
O94822	3J92
Q15109	2E5E
Q15109	2ENS
Q15109	2L7U
Q15109	2LE9
Q15109	2LMB
Q15109	2M1K
Q15109	2MJW
Q15109	2MOV
Q15109	3CJJ
Q15109	3O3U
Q15109	4LP4
Q15109	4LP5
Q15109	4OF5
Q15109	4OFV
Q15109	4OI7
Q15109	4OI8
Q15109	4P2Y
Q15109	4XYN
Q15109	4YBH
Q15109	5D7F
Q15109	6VXG
Q15109	6XQ1
Q15109	6XQ3
Q15109	6XQ5
Q15109	6XQ6
Q15109	6XQ7
Q15109	6XQ8
Q15109	6XQ9
Q15109	7LML
Q15109	7LMW
Q15109	8I9M
Q16540	3J7Y
Q16540	3J9M
Q16540	5OOL
Q16540	5OOM
Q16540	6I9R
Q16540	6NU2
Q16540	6NU3
Q16540	6VLZ
Q16540	6VMI
Q16540	6ZM5
Q16540	6ZM6
Q16540	6ZS9
Q16540	6ZSA
Q16540	6ZSB
Q16540	6ZSC
Q16540	6ZSD
Q16540	6ZSE
Q16540	6ZSG
Q16540	7A5F
Q16540	7A5G
Q16540	7A5H
Q16540	7A5I
Q16540	7A5J
Q16540	7A5K
Q16540	7L08
Q16540	7L20
Q16540	7O9K
Q16540	7O9M
Q16540	7ODR
Q16540	7ODS
Q16540	7ODT
Q16540	7OF0
Q16540	7OF2
Q16540	7OF3
Q16540	7OF4
Q16540	7OF5
Q16540	7OF6
Q16540	7OF7
Q16540	7OG4
Q16540	7OI6
Q16540	7OI7
Q16540	7OI8
Q16540	7OI9
Q16540	7OIA
Q16540	7OIB
Q16540	7OIC
Q16540	7OID
Q16540	7OIE
Q16540	7PD3
Q16540	7PO4
Q16540	7QH6
Q16540	7QH7
Q16540	7QI4
Q16540	7QI5
Q16540	7QI6
Q16540	8ANY
Q16540	8K2A
Q16540	8K2B
Q16540	8OIR
Q16540	8OIT
Q16540	8PK0
Q16540	8QSJ
Q16540	8QU1
Q16540	8QU5
Q16540	8XT0
Q16540	8XT1
Q16540	8XT2
Q16540	8XT3
P04179	1AP5
P04179	1AP6
P04179	1EM1
P04179	1JA8
P04179	1LUV
P04179	1LUW
P04179	1MSD
P04179	1N0J
P04179	1N0N
P04179	1PL4
P04179	1PM9
P04179	1QNM
P04179	1SZX
P04179	1VAR
P04179	1XDC
P04179	1XIL
P04179	1ZSP
P04179	1ZTE
P04179	1ZUQ
P04179	2ADP
P04179	2ADQ
P04179	2GDS
P04179	2P4K
P04179	2QKA
P04179	2QKC
P04179	3C3S
P04179	3C3T
P04179	5GXO
P04179	5T30
P04179	5VF9
P04179	7KKS
P04179	7KKU
P04179	7KKW
P04179	7KLB
P04179	8SKS
P04179	8VHW
P04179	8VHY
P04179	8VJ0
P04179	8VJ4
P04179	8VJ5
P04179	8VJ8
Q9H6T3	4CGV
Q9H6T3	4CGW
Q9H6T3	6EZ4
Q9H6T3	6FD7
Q9H6T3	6FDP
Q9H6T3	6FDT
Q9H6T3	6FM8
Q9H6T3	6FO1
Q9H6T3	6GXZ
Q9H6T3	6ZBK
O76039	4BGQ
O76039	8CIE
Q14938	7QQD
Q14938	7QQE
Q30201	1A6Z
Q30201	1DE4
P04233	1A6A
P04233	1ICF
P04233	1IIE
P04233	1L3H
P04233	1MUJ
P04233	3PDO
P04233	3PGC
P04233	3PGD
P04233	3QXA
P04233	3QXD
P04233	4AEN
P04233	4AH2
P04233	4X5W
P04233	5KSU
P04233	5KSV
P04233	7YX9
P04233	7YXB
P04233	7Z0Q
P04233	8VRW
P04233	8VSJ
P04233	8VSP
P04233	9CYL
P04233	9CYM
Q9NYJ8	2DAE
Q9NYJ8	2WWZ
Q9NYJ8	2WX0
Q9NYJ8	2WX1
Q9NYJ8	9AVT
Q9NYJ8	9AVW
Q9UNX4	7MQ8
Q9UNX4	7MQ9
Q9UNX4	7MQA
Q9NS91	2MRE
Q9NS91	2MRF
Q9NS91	2Y43
Q9NS91	2YBF
Q9NS91	5VF0
Q9NS91	8IR2
Q9NS91	8IR4
Q9NS91	9BD3
P43003	5LLM
P43003	5LLU
P43003	5LM4
P43003	5MJU
P43003	7NPW
Q8NHU2	8J07
Q9UH03	3SOP
Q9UH03	4Z51
Q9UH03	4Z54
Q9UH03	6UQQ
P51798	7BXU
P51798	7CQ5
P51798	7CQ6
P51798	7CQ7
P51798	7JM7
P51798	8HVT
Q5JUK3	8HIR
Q5JUK3	8HK6
Q5JUK3	8HKF
Q5JUK3	8HKK
Q5JUK3	8HKM
Q5JUK3	8HKQ
Q9BQG2	6SCX
Q05086	1C4Z
Q05086	1D5F
Q05086	1EQX
Q05086	2KR1
Q05086	4GIZ
Q05086	4XR8
Q05086	6SJV
Q05086	6SLM
Q05086	6TGK
Q05086	6U19
Q05086	7Q41
Q05086	7QPB
Q05086	8ENP
Q05086	8EPT
Q05086	8GCR
Q05086	8JRN
Q05086	8JRO
Q05086	8JRP
Q05086	8JRQ
Q05086	8JRR
Q05086	8R1F
Q05086	8R1G
P51788	7XF5
P51788	7XJA
P51788	8GQU
P51788	8TA2
P51788	8TA3
P51788	8TA4
P51788	8TA5
P51788	8TA6
Q04771	3H9R
Q04771	3MTF
Q04771	3OOM
Q04771	3Q4U
Q04771	4BGG
Q04771	4C02
Q04771	4DYM
Q04771	5OXG
Q04771	5OY6
Q04771	5S75
Q04771	5S76
Q04771	5S77
Q04771	5S78
Q04771	5S79
Q04771	5S7A
Q04771	5S7B
Q04771	5S7C
Q04771	5S7D
Q04771	5S7E
Q04771	5S7F
Q04771	5S7G
Q04771	5S7H
Q04771	5S7I
Q04771	5S7J
Q04771	5S7K
Q04771	5S7L
Q04771	5S7M
Q04771	5S7N
Q04771	5S7O
Q04771	5S7P
Q04771	5S7Q
Q04771	5S7R
Q04771	5S7S
Q04771	5S7T
Q04771	5S7U
Q04771	5S7V
Q04771	5S7W
Q04771	5S7X
Q04771	5S7Y
Q04771	5S7Z
Q04771	5S80
Q04771	5S81
Q04771	5S82
Q04771	5S83
Q04771	5S84
Q04771	5S85
Q04771	5S86
Q04771	5S87
Q04771	5S88
Q04771	5S89
Q04771	5S8A
Q04771	5S8B
Q04771	5S9K
Q04771	6ACR
Q04771	6EIX
Q04771	6GI6
Q04771	6GIN
Q04771	6GIP
Q04771	6I1S
Q04771	6JUX
Q04771	6SRH
Q04771	6SZM
Q04771	6T6D
Q04771	6T8N
Q04771	6TN8
Q04771	6UNQ
Q04771	6UNR
Q04771	6UNS
Q04771	6Z36
Q04771	6ZGC
Q04771	7A21
Q04771	7C3G
Q04771	7NNS
Q04771	7YRU
Q04771	8C7W
Q04771	8C7Z
Q04771	8POD
Q04771	8R7G
O43516	2A41
Q9Y6K1	2QRV
Q9Y6K1	3A1A
Q9Y6K1	3A1B
Q9Y6K1	3LLR
Q9Y6K1	3SVM
Q9Y6K1	4QBQ
Q9Y6K1	4QBR
Q9Y6K1	4QBS
Q9Y6K1	4U7P
Q9Y6K1	4U7T
Q9Y6K1	5YX2
Q9Y6K1	6BRR
Q9Y6K1	6F57
Q9Y6K1	6PA7
Q9Y6K1	6W89
Q9Y6K1	6W8B
Q9Y6K1	6W8D
Q9Y6K1	6W8J
Q9Y6K1	8BA5
Q9Y6K1	8QZM
Q9Y6K1	8TDR
Q9Y6K1	8TE1
Q9Y6K1	8TE3
Q9Y6K1	8TE4
Q9Y6K1	8U5H
Q9Y6K1	8UW1
P35670	2ARF
P35670	2EW9
P35670	2KOY
P35670	2LQB
P35670	2N7Y
P35670	2ROP
P35670	6A71
P35670	6A72
P35670	7XUK
P35670	7XUM
P35670	7XUN
P35670	7XUO
P35670	8IOY
P36222	1HJV
P36222	1HJW
P36222	1HJX
P36222	1NWR
P36222	1NWS
P36222	1NWT
P36222	1NWU
P36222	7CJ2
P36222	8DF1
P36222	8R41
P36222	8R42
P36222	8R4X
P29218	1AWB
P29218	1IMA
P29218	1IMB
P29218	1IMC
P29218	1IMD
P29218	1IME
P29218	1IMF
P29218	2HHM
P29218	4AS4
P29218	6GIU
P29218	6GJ0
P29218	6ZK0
P29218	7VCE
Q15375	2REI
Q15375	3DKO
Q15375	3H8M
Q15375	3NRU
Q15375	7EEC
Q15375	7EED
Q15375	7EEF
O95760	2KLL
O95760	4KC3
Q96EY5	6VME
Q86X24	8J69
P24666	1XWW
P24666	3N8I
P24666	4Z99
P24666	4Z9A
P24666	4Z9B
P24666	5JNR
P24666	5JNS
P24666	5JNT
P24666	5KQG
P24666	5KQL
P24666	5KQM
P24666	5KQP
P24666	5PNT
P24666	6Y2V
P24666	6Y2W
P24666	7KH8
P24666	7UW6
Q13304	7Y89
P58753	2NDH
P58753	2Y92
P58753	3UB2
P58753	3UB3
P58753	3UB4
P58753	4FZ5
P58753	4LQD
P58753	5T7Q
P58753	5UZB
P58753	8JZM
Q9UPY5	7CCS
Q9UPY5	7EPZ
Q9UPY5	7P9U
Q9UPY5	7P9V
P17302	2LL2
P17302	7F92
P17302	7F93
P17302	7F94
P17302	7XQ9
P17302	7XQB
P17302	7XQD
P17302	7XQF
P17302	7XQG
P17302	7XQH
P17302	7XQI
P17302	7XQJ
P17302	7Z1T
P17302	7Z22
P17302	7Z23
P17302	8QKO
Q9UKC9	6O60
Q8NE86	4XSJ
Q8NE86	4XTB
Q8NE86	5BZ6
Q8NE86	5KUE
Q8NE86	5KUG
Q8NE86	5KUI
Q8NE86	5KUJ
Q8NE86	6JG0
Q8NE86	6K7X
Q8NE86	6K7Y
Q8NE86	6KVX
Q8NE86	6O58
Q8NE86	6O5B
Q8NE86	6WDN
Q8NE86	6WDO
Q8NE86	6XJV
Q8NE86	6XJX
O95429	1M62
O95429	1M7K
P55201	2D9E
P55201	2RS9
P55201	2X35
P55201	2X4W
P55201	2X4X
P55201	2X4Y
P55201	3L42
P55201	3MO8
P55201	4LC2
P55201	4QYD
P55201	4QYL
P55201	4UYE
P55201	5C6S
P55201	5C7N
P55201	5C85
P55201	5C87
P55201	5C89
P55201	5D7X
P55201	5DY7
P55201	5DYA
P55201	5DYC
P55201	5E3D
P55201	5E3G
P55201	5EM3
P55201	5EPR
P55201	5EPS
P55201	5EQ1
P55201	5ERC
P55201	5ETB
P55201	5ETD
P55201	5EV9
P55201	5EVA
P55201	5EWC
P55201	5EWD
P55201	5EWH
P55201	5EWV
P55201	5EWW
P55201	5FFV
P55201	5FFW
P55201	5FFY
P55201	5FG4
P55201	5FG5
P55201	5G4R
P55201	5G4S
P55201	5MWG
P55201	5MWH
P55201	5MWZ
P55201	5MYG
P55201	5O4S
P55201	5O4T
P55201	5O55
P55201	5O5A
P55201	5O5F
P55201	5O5H
P55201	5OV8
P55201	5OWA
P55201	5OWB
P55201	5OWE
P55201	5T4U
P55201	5T4V
P55201	6EKQ
P55201	6U04
P55201	7C4I
P55201	8QAZ
P55201	8QB0
P55201	8QB2
Q05923	1M3G
O00764	2AJP
O00764	2F7K
O00764	2YXT
O00764	2YXU
O00764	3FHX
O00764	3FHY
O00764	3KEU
O00764	4EN4
O00764	4EOH
O00764	8WR2
P05107	1L3Y
P05107	1YUK
P05107	2JF1
P05107	2P26
P05107	2P28
P05107	2V7D
P05107	3K6S
P05107	3K71
P05107	3K72
P05107	4NEH
P05107	4NEN
P05107	5E6R
P05107	5E6S
P05107	5E6U
P05107	5E6V
P05107	5E6W
P05107	5E6X
P05107	5ES4
P05107	5XR1
P05107	5ZAZ
P05107	7P2D
P05107	7USL
P05107	7USM
O95639	2D9N
O95639	2RHK
O95639	6DNH
O95639	6FUW
O95639	6URG
O95639	6URO
O95639	7K95
O95639	7ZYH
O95639	8E3I
O95639	8E3Q
O95639	8R8R
Q86YL7	3WSR
Q86YL7	4YO0
Q86YL7	5XCV
Q86YL7	7C94
Q86YL7	7CQC
Q86YL7	7CQD
P78545	2E8P
O94856	3P3Y
O94856	3P40
O75122	3WOY
O75122	5NR4
O75122	8WHH
O75122	8WHI
O75122	8WHJ
O75122	8WHK
O75122	8WHL
P04843	6S7O
P04843	6S7T
P04843	8B6L
P04843	8PN9
Q9C0F1	7PT5
Q9BRJ7	3KVH
Q9BRJ7	5ZCJ
Q9BRJ7	6CO1
Q9BRJ7	6D0L
Q9BRJ7	8U3S
Q8WTT2	8FKV
Q8WTT2	8FKW
Q8WTT2	8FKX
Q8WTT2	8FKY
P82650	3J9M
P82650	6NU2
P82650	6NU3
P82650	6RW4
P82650	6RW5
P82650	6VLZ
P82650	6VMI
P82650	6ZM5
P82650	6ZM6
P82650	6ZS9
P82650	6ZSA
P82650	6ZSB
P82650	6ZSC
P82650	6ZSD
P82650	6ZSE
P82650	6ZSG
P82650	7A5F
P82650	7A5G
P82650	7A5I
P82650	7A5K
P82650	7L08
P82650	7OG4
P82650	7P2E
P82650	7PNX
P82650	7PNY
P82650	7PNZ
P82650	7PO0
P82650	7PO1
P82650	7PO2
P82650	7PO3
P82650	7QI4
P82650	7QI5
P82650	7QI6
P82650	8ANY
P82650	8CSP
P82650	8CSQ
P82650	8CSR
P82650	8CSS
P82650	8CST
P82650	8CSU
P82650	8K2A
P82650	8OIR
P82650	8OIS
P82650	8QRK
P82650	8QRL
P82650	8QRM
P82650	8QRN
P82650	8XT0
P82650	8XT2
Q5TKA1	6C48
Q5TKA1	7N40
Q5TKA1	7R1D
Q9H9Q4	2QM4
Q9H9Q4	2R9A
Q9H9Q4	3Q4F
Q9H9Q4	3RWR
Q9H9Q4	3SR2
Q9H9Q4	3W03
Q9H9Q4	6ERG
Q9H9Q4	6ERH
Q9H9Q4	7LSY
Q9H9Q4	7LT3
Q9H9Q4	7NFC
Q9H9Q4	7NFE
Q9H9Q4	7ZYG
Q9H9Q4	8BHV
Q9H9Q4	8BHY
Q9H9Q4	8BOT
Q9H9Q4	8EZA
Q9H9Q4	8EZB
Q9UHB4	4H2D
Q99759	2C60
Q99759	2JRH
Q99759	2O2V
Q99759	2PPH
Q99759	4Y5O
Q99759	4YL6
P32004	8AFO
P32004	8AFP
Q14CS0	8B5R
P15531	1JXV
P15531	1UCN
P15531	2HVD
P15531	2HVE
P15531	3L7U
P15531	4ENO
P15531	5UI4
P15531	8OOV
Q8N695	7SL9
Q8WUH1	2JOX
Q9NZL3	2ELY
Q9NZL3	2ELZ
Q9NZL3	2EM0
Q9NZL3	2EM6
Q9NZL3	2EM7
Q9NZL3	2EM8
Q9NZL3	2EM9
Q9NZL3	2EN1
Q9NZL3	2EN8
Q9NZL3	2ENA
Q9NZL3	2ENC
Q9NZL3	2EOQ
Q9NZL3	2EOR
Q9NZL3	2EQ4
Q9NZL3	2YSP
Q9NZL3	2YTH
Q9NX02	9C6V
Q9NX02	9C6W
Q9NX02	9C6X
P24723	2FK9
P24723	3TXO
P24723	8FP1
P24723	8FP3
Q9UMD9	8IZS
Q8TAX9	5TIB
Q8TAX9	5TJ2
Q8TAX9	5TJ4
Q8TAX9	7WJQ
Q8TAX9	8EFP
Q8TAX9	8ET1
Q8TAX9	8ET2
Q8TAX9	8GTJ
Q8TAX9	8GTK
Q8TAX9	8GTN
P42566	1C07
P42566	1EH2
P42566	1F8H
P42566	1FF1
P42566	2IV9
P42566	2JXC
P42566	4RH5
P42566	4RH9
P42566	4RHG
P42566	4S0G
P42566	5AWT
P42566	5AWU
P42566	5JP2
P98171	2EPD
Q9P202	1UEZ
Q9P202	1UF1
Q9P202	1UFX
Q9P202	6KZ1
Q9P202	7EP7
Q5JVL4	7UNG
Q5JVL4	8J07
Q9UNE7	4KBQ
Q9UNE7	6EFK
Q9UNE7	6NSV
Q9UNE7	7TB1
Q9UNE7	8EHZ
Q9UNE7	8EI0
Q9UNE7	8F14
Q9UNE7	8F15
Q9UNE7	8F16
Q9UNE7	8F17
Q9UNE7	8FYU
Q9UNE7	8GCK
Q9UNE7	8SUV
Q15653	9CK0
Q15910	4MI0
Q15910	4MI5
Q15910	5GSA
Q15910	5H14
Q15910	5H15
Q15910	5H17
Q15910	5H19
Q15910	5H24
Q15910	5H25
Q15910	5HYN
Q15910	5IJ7
Q15910	5IJ8
Q15910	5LS6
Q15910	5U5T
Q15910	5U62
Q15910	5WG6
Q15910	5WUK
Q15910	6C23
Q15910	6C24
Q15910	6LO2
Q15910	6P5L
Q15910	6U4Y
Q15910	6WKR
Q15910	7AT8
Q15910	7QJG
Q15910	7QJU
Q15910	7QK4
Q15910	8EQV
Q15910	8FYH
Q15910	8T9G
Q15910	8TAS
Q15910	8TB9
Q15910	9C8U
O96028	5LSU
O96028	5VC8
O96028	6UE6
O96028	6XCG
O96028	7CRO
O96028	7E8D
O96028	7LMT
O96028	7MDN
O96028	7VLN
O96028	9EXW
O96028	9EXX
O96028	9EXY
O75694	5A9Q
O75694	5IJN
O75694	5IJO
O75694	7EYE
O75694	7EYF
O75694	7EYQ
O75694	7PER
O75694	7R1Y
O75694	7R5J
O75694	7R5K
Q9P0M2	4ZP3
Q9P0M2	5JJ2
O14879	6C6K
O95292	2MDK
O95292	3IKK
Q06710	2K27
Q96QF0	4LHX
Q96QF0	4LHY
Q96QF0	4LHZ
Q96QF0	4UJ3
Q96QF0	4UJ4
Q96QF0	4UJ5
Q96QF0	6F6P
P36543	6WLZ
P36543	6WM2
P36543	6WM3
P36543	6WM4
P36543	7U4T
P36543	7UNF
Q66K64	6PAI
Q66K64	6Q0R
Q66K64	6Q0V
Q66K64	6Q0W
Q66K64	6SJ7
Q66K64	6UD7
Q66K64	6UE5
Q66K64	8ROX
Q66K64	8ROY
Q9Y244	8QYJ
Q9Y244	8QYL
Q9Y244	8QYM
Q9Y244	8QYN
Q9Y244	8QYS
Q9Y244	8QZ9
Q9Y244	8TM4
Q9Y244	8TM5
Q9Y244	8TM6
Q13231	1GUV
Q13231	1HKI
Q13231	1HKJ
Q13231	1HKK
Q13231	1HKM
Q13231	1LG1
Q13231	1LG2
Q13231	1LQ0
Q13231	1WAW
Q13231	1WB0
Q13231	4WJX
Q13231	4WK9
Q13231	4WKA
Q13231	4WKF
Q13231	4WKH
Q13231	5HBF
Q13231	5NR8
Q13231	5NRA
Q13231	5NRF
Q13231	6JJR
Q13231	6JK6
Q13231	6SO0
Q13231	6ZE8
Q09161	1H2T
Q09161	1H2U
Q09161	1H2V
Q09161	1H6K
Q09161	1N52
Q09161	1N54
Q09161	3FEX
Q09161	3FEY
Q09161	5OO6
Q09161	5OOB
Q09161	6D0Y
Q09161	7ABG
Q09161	8BY6
Q09161	8PMP
Q09161	8PNT
Q09161	8SRR
Q09161	8SUY
Q96BT7	2CQ2
Q96BT7	3THP
Q96BT7	3THT
Q16795	5XTB
Q16795	5XTD
Q16795	5XTH
Q16795	5XTI
P26010	2BRQ
P26010	3V4P
P26010	3V4V
P26010	8ZJF
O15530	1H1W
O15530	1OKY
O15530	1OKZ
O15530	1UU3
O15530	1UU7
O15530	1UU8
O15530	1UU9
O15530	1UVR
O15530	1W1D
O15530	1W1G
O15530	1W1H
O15530	1Z5M
O15530	2BIY
O15530	2PE0
O15530	2PE1
O15530	2PE2
O15530	2R7B
O15530	2VKI
O15530	2XCH
O15530	2XCK
O15530	3H9O
O15530	3HRC
